Star Rating,Review Title,Review Description,review_text_final
4.0 out of 5 stars,"Good Quality Product - ""I like it""","I bought the Truke Mega 9 Blue, and honestly, it’s a great deal for the price. The sound is clear, the bass feels good, and watching movies or listening to music is enjoyable. Call quality is also nice and people can hear me clearly.The battery backup is amazing. I barely have to charge the case because it lasts a long time. The earbuds connect quickly every time I open the case, and switching between phone and laptop is smooth.The build is light and comfortable to wear for long periods.A really solid choice for everyday use . If you want good sound, long battery life, and a low price, this one is worth buying.Read more",bought truke mega 9 blue honestly great deal price sound clear bass feel good watching movie listening music enjoyable call quality also nice people hear battery backup amazing barely charge case last long time earbuds connect quickly every time open case switching phone laptop build light comfortable wear long really solid choice everyday use want good sound long battery life low price one worth buying
5.0 out of 5 stars,Good Sound and Battery Backup,"I recently bought the truke Mega 9 earbuds and overall I am satisfied with the product. Sound quality is good with clear voice and decent bass because of the 13mm speakers. Battery backup is very impressive and lasts for many hours, so charging is not needed frequently. The leather finish case also looks nice and premium. Call quality is good with the ENC mics and latency is low while watching videos. Overall it is a good product and value for money in this price range.Read more",recently bought truke mega 9 earbuds overall satisfied product sound quality good clear voice decent bass 13mm speaker battery backup impressive last many hour charging needed frequently leather finish case also look nice premium call quality good enc mics latency low watching video overall good product value money price range
1.0 out of 5 stars,Bad product,"You said:Writing this review after using almost 5 months..* Sound Quality is Okay not that great.* Bad Quality Hardware* In 5 Months 2 times given to service center.* In Bangalore there is few service center, so dropping and collecting the item 2 times is more costly than earbuds.* If earbuds in idle mode means connected but no song is playing then automatically it goes to shutdown the earbuds. After shutdown can't restart by touch option.. To restart your have to put those earbuds to the charging box then only earbuds will start.NEVER EVER BUY TRUKE PRODUCTSrewrite in good EnglishChatGPT said:Here’s a polished and clear version of your review in good English, keeping the same meaning and strong tone:Writing this review after using the product for almost five months.The sound quality is average and not impressive.The hardware quality is poor.Within five months, I had to visit the service center twice.In Bangalore, there are very few service centers, so traveling twice to drop off and collect the earbuds cost me more than the earbuds themselves.When the earbuds are connected but idle (no music playing), they automatically shut down. After shutting down, they cannot be restarted using touch controls. To turn them back on, you must place them in the charging case.I strongly recommend never buying Truke products.Read more",said writing review using almost 5 month sound quality okay great bad quality hardware 5 month 2 time given service center bangalore service center dropping collecting item 2 time costly earbuds earbuds idle mode mean connected song playing automatically go shutdown earbuds shutdown ca restart touch option restart put earbuds charging box earbuds ever buy truke productsrewrite good english chat gpt said polished clear version review good english keeping meaning strong tone writing review using product almost five sound quality average hardware quality five month visit service center bangalore service center traveling twice drop collect earbuds cost earbuds earbuds connected idle music playing automatically shut shutting restarted using touch control turn back must place charging strongly recommend never buying truke product
5.0 out of 5 stars,Great sound and battery life,"They sound really clear with good bass, plus the battery easily lasts for days. I especially love the forest green colour and premium leather finish, it looks stylish and unique. Overall, great value for the price with smooth connectivity and solid performance.Read more",sound really clear good bass plus battery easily last day especially love forest green colour premium leather finish look stylish unique overall great value price smooth connectivity solid performance
5.0 out of 5 stars,Quality,"Impressive sound quality  truke Mega 9 earbuds deliver 24-bit lossless spatial audio and 70H battery life. Fast charging leather finish, and ultra-low latency make them perfect for gaming and music. 4-mic ENC ensures clear calls. Value for moneyRead more",impressive sound quality truke mega 9 earbuds deliver lossless spatial audio 70h battery life fast charging leather finish latency make perfect gaming music enc ensures clear call value money
3.0 out of 5 stars,Sound clarity,Good quality as I expectedRead more,good quality expected
4.0 out of 5 stars,"Performance on par, good dual pairing but...","1st day performance was good. Earphones lasted 5 hours with dual pairing and performed multiple tasks in those 5 hours - music, calls and watching videos. Haven't tested on gaming yet, because I'll get time for gaming in March. Size and weight is perfect to fit in small purses or add in last moment in an overfilled laptop bag.2nd day also gave good performance. That night I charged the box for about an hour or so. Next day I noticed that one side (as pictured) was wrinkly. I thought it was glue and checked my bag, but it wasn't. I realised it might be because of the charging because I tried removing it but started to feel the skeleton of the box. 😢 It ruins the look and feel, but I'm more practical than anything else.I'm keeping it coz it's useful. Mic is wonderful, sound quality is also good. And connectivity has me impressed too at this price range.I will update my review if performance fluctuates.Update:Personally huge drawback is that once it shuts off without the case nearby, it has no such control to switch it back on. Previous Boult ear buds I was using until now had the function where you press the ear buds for 5 seconds and it switches on, very convenient and useful feature.Update after 3 months:Sound quality is average.Battery is extremely average as well.And it doesn't stay put in the ears.A 3-star product which I would gladly buy if battery and design could be improved in exchange for a bit higher price.Read more",1st day performance good earphone lasted 5 hour dual pairing performed multiple task 5 hour music call watching video tested gaming yet get time gaming march size weight perfect fit small purse add last moment overfilled laptop day also gave good performance night charged box hour next day noticed one side pictured wrinkly thought glue checked bag realised might charging tried removing started feel skeleton box ruin look feel practical anything keeping coz useful mic wonderful sound quality also good connectivity impressed price update review performance personally huge drawback shuts without case nearby control switch back previous boult ear bud using function press ear bud 5 second switch convenient useful 3 month sound quality extremely average stay put product would gladly buy battery design could improved exchange bit higher price
5.0 out of 5 stars,Nice performance,"- Immersive sound with 24-bit spatial audio and 13mm drivers- Premium leather-textured design looks stylish- 70H playtime with fast charging is super convenient- Low latency mode great for gaming- Clear calls with ENC microphones- Great value for money, budget-friendlyRead more",immersive sound spatial audio 13mm premium design look 70h playtime fast charging super low latency mode great clear call enc great value money
5.0 out of 5 stars,Stylish Design & Beastly Battery,"The truke Mega 12 is a total steal. The leather-textured finish looks premium, and the 70H playtime is incredible—I almost forget to charge them. Sound is crisp with solid bass thanks to the 13mm drivers, and the spatial audio adds a nice immersive touch. Great value for daily use and gaming.Read more",truke mega 12 total steal finish look premium 70h playtime almost forget charge sound crisp solid bass thanks 13mm driver spatial audio add nice immersive touch great value daily use gaming
5.0 out of 5 stars,Awesome.....,"These wireless earbuds to be of good quality, with amazing sound and excellent noise cancellation. They are comfortable, sitting well over the ears, and feature a long-lasting battery backup with quick charging capabilities. The Bluetooth connectivity receives mixed reviews - while some find it very good, others report connectivity issues.Read more",wireless earbuds good quality amazing sound excellent noise cancellation comfortable sitting well ear feature battery backup quick charging capability bluetooth connectivity receives mixed review find good others report connectivity issue
5.0 out of 5 stars,Great for daily use,"I loved the sound quality of this newly launched True Wireless Earbuds, the best part is the clarity in music and calls. It has Spatial Audio to enhance the music experience, Premium Leather Design, and a long battery life that lasts for days.Read more",loved sound quality newly launched true wireless earbuds best part clarity music call spatial audio enhance music experience premium leather design long battery life last day
1.0 out of 5 stars,Waste of money,Bad product battery backup worst touch control not worth waste of money not suggest tis product mic worst noise cancellation not workingRead more,bad product battery backup worst touch control worth waste money suggest ti product mic worst noise cancellation working
5.0 out of 5 stars,Awosome quulity,the high quilty bluetooth earburd Good quility sound as as well as battery backup is nice charging is very easy and very comfortable to use over all very super earbud.Read more,high quilty bluetooth earburd good quility sound well battery backup nice charging easy comfortable use super earbud
5.0 out of 5 stars,My new fantastic earbuds,Just bought another fantastic truke ear buds. I just loved it. It has a strong leather finish body and no chances of scratch during my daily use and is easy to carry.  360 degree sound is just amazing at 90% volume level. Sound clarity is best for me. ENC is working very well. 70 hrs non stop working. Touch is also working fine. Overall value for money. Just go for it.Read more,bought another fantastic truke ear bud loved strong leather finish body chance scratch daily use easy carry 360 degree sound amazing 90 volume level sound clarity best enc working well 70 hr non stop working touch also working fine overall value money go
5.0 out of 5 stars,Perfect for Everyday Use,"I’ve been using Truke since the S1, and I’ve honestly seen the brand improve a lot over time. The Mega 12 feels like a solid upgrade while keeping the things I liked earlier. The battery easily lasts a full day, and the sound is clear and balanced  overall great for everyday use.Read more",using truke since s1 honestly seen brand improve lot time mega 12 feel like solid upgrade keeping thing liked earlier battery easily last full day sound clear balanced overall great everyday use
5.0 out of 5 stars,It's features,"I recently used the Boult X Mustang Dyno earbuds and overall, they are a good option in the budget segment.The design is one of the best things about these earbuds. The Mustang-inspired look feels premium and stylish compared to other earbuds in this price range. They are also comfortable to wear for long hours.In terms of performance, the battery life is excellent. It offers up to around 60 hours of total playback with the case, which is very useful for daily use like online classes and music.  Fast charging is also helpful when you are in a hurry.The sound quality is decent but not perfect. The bass is strong and loud, which is good for songs and casual listening, but the vocals and clarity could be better. For normal users, it is fine, but music lovers may not be fully satisfied.For gaming, it performs well because of its low latency mode, so there is less delay between sound and visuals.  Calling quality is average; it works fine in quiet places but struggles a bit in noisy environments.One drawback is that it does not have active noise cancellation, only environmental noise cancellation for calls. Also, some users have reported connectivity or quality issues, so durability can be a concern.✅ Pros:Stylish Mustang designVery long battery lifeGood for gaming (low latency)Affordable price❌ Cons:Average sound clarityNo active noise cancellationBuild quality could be better⭐ Final Verdict:Overall, Boult Mustang Dyno is a good budget earbud for daily use, gaming, and casual music. It offers great battery life and design, but compromises on sound quality and premium features.Rating: 9.5/10Read more",recently used boult x mustang dyno earbuds overall good option budget design one best thing earbuds look feel premium stylish compared earbuds price range also comfortable wear long term performance battery life excellent offer around 60 hour total playback case useful daily use like online class music fast charging also helpful sound quality decent perfect bass strong loud good song casual listening vocal clarity could better normal user fine music lover may fully gaming performs well low latency mode less delay sound visuals calling quality average work fine quiet place struggle bit noisy drawback active noise cancellation environmental noise cancellation call also user reported connectivity quality issue durability pro stylish mustang design long battery life good gaming low latency affordable con average sound clarity active noise cancellation build quality could final verdict overall boult mustang dyno good budget earbud daily use gaming casual music offer great battery life design compromise sound quality premium
5.0 out of 5 stars,Very Good Product,"These buds are really good for casual use and are very visually appealing. Battery life feels good enough and can last for about a 3 days to a week. The touch controls are easy to learn and are very convenient. The case for the earbuds is a bit large compared to other buds but its also plays a huge part in making of the 'Mustang's hood' asthetic, the case that tries to make. The stickers it comes with are also very good. Good product for Ford Mustang lovers too.Read more",bud really good casual use visually appealing battery life feel good enough last 3 day week touch control easy learn convenient case earbuds bit large compared bud also play huge part making hood asthetic case try make sticker come also good good product ford mustang lover
4.0 out of 5 stars,Title: Good sound and design,"Title: Good sound and design, but some issuesI recently bought the Boult x Mustang Torq earbuds. The design looks very stylish and premium, and the sound quality is good with strong bass. Bluetooth connection is fast and stable, and it works well for music and watching videos.However, I noticed that the mic clarity during calls is a bit low and not very clear. Also, my package did not include the charging cable, which was disappointing. I had to use another Type-C cable to charge the case.Overall the earbuds are good for music and design, but the mic quality and missing cable should be improved.Read more",title good sound design issue recently bought boult x mustang torq earbuds design look stylish premium sound quality good strong bass bluetooth connection fast stable work well music watching noticed mic clarity call bit low clear also package include charging cable disappointing use another cable charge earbuds good music design mic quality missing cable improved
3.0 out of 5 stars,A comprehensive review of mustang dynos,"Been using these for about a year, mic quality on these is bad so dont buy if you’re looking for clear voice (it comes across muddled), Sound quality is good bass is great for the price. Clarity is good, the app does its job good enough.However one complaint i do have is that one earphones audio has noticeably dropped and the battery life of it has reduced aswell (around 15 minutes), they’ve touted dual connectivity however it often takes time to switch or switches from stereo to mono audio for some reason (very annoying)Battery life is okay around 5-6 of battery life can be extracted from these.Charge time is around 45mins to one hour.(Subjective)The fit and finish of the product is below average, with the mesh of the earphone glued on and prone to detaching. The earphone fits fine in my right ear however it is prone to slipping out or falling from the left ear (however this is likely due to my own anatomy).Overall, it is a decent product with bad mic, do not expect for it to last more then one year. Good sound quality and clarity initially but it drops off as it ages. It struggles with dual connectivityIt is worth for the 1.4k price tag thoughRead more",using year mic quality bad dont buy looking clear voice come across muddled sound quality good bass great price clarity good app job good one complaint one earphone audio noticeably dropped battery life reduced aswell around 15 minute touted dual connectivity however often take time switch switch stereo mono audio reason annoying battery life okay around battery life extracted time around 45mins one hour subjective fit finish product average mesh earphone glued prone detaching earphone fit fine right ear however prone slipping falling left ear however likely due anatomy decent product bad mic expect last one year good sound quality clarity initially drop age struggle dual connectivity worth price tag though
5.0 out of 5 stars,Earbuds,"Amazing earbuds for the price! The design looks super premium and unique, and the sound quality is excellent with powerful bass. Battery life is impressive, lasting many hours on a single charge. Great for music, gaming, and daily use. Overall, a perfect budget-friendly choice with style and performance.Read more",amazing earbuds price design look super premium unique sound quality excellent powerful bass battery life impressive lasting many hour single charge great music gaming daily use overall perfect choice style performance
5.0 out of 5 stars,Deep bass,"Really impressed with these earbuds! The sound quality is clear and balanced, with deep bass that doesn’t overpower vocals. Active noise cancellation works surprisingly well, especially in busy environments. They fit comfortably and feel secure even during long use. Battery backup is solid, and fast charging is very convenient. Dual pairing makes switching between devices smooth. Overall, great value for the price — stylish design, premium feel, and reliable performance. Definitely a good buy! 🎧👍Read more",really impressed earbuds sound quality clear balanced deep bass overpower vocal active noise cancellation work surprisingly well especially busy environment fit comfortably feel secure even long use battery backup solid fast charging convenient dual pairing make switching device smooth overall great value price stylish design premium feel reliable performance definitely good buy
5.0 out of 5 stars,Good product,"I’ve been using these earbuds for a while now, and overall, I’m quite impressed. The sound quality is clear and well-balanced, with decent bass that doesn’t overpower the mids and highs. They work well for both music and calls, and I didn’t notice any major distortion even at higher volumes.The fit is comfortable and secure, making them suitable for long listening sessions or workouts. The design is sleek and lightweight, so they don’t feel bulky in the ears. Connectivity has been smooth so far, with quick pairing and minimal dropouts.Battery life is another strong point—they easily last through the day with regular use, and the charging case adds extra convenience. The touch controls (if applicable) are responsive, though they may take a little time to get used to.On the downside, the noise isolation could be better, especially in very loud environments. Also, the microphone quality is decent but not exceptional for calls in noisy surroundings.Overall, these earbuds offer good value for the price and are a solid choice for everyday use.Read more",using earbuds overall quite impressed sound quality clear decent bass overpower mids high work well music call notice major distortion even higher fit comfortable secure making suitable long listening session workout design sleek lightweight feel bulky ear connectivity smooth far quick pairing minimal life another strong easily last day regular use charging case add extra convenience touch control applicable responsive though may take little time get used downside noise isolation could better especially loud environment also microphone quality decent exceptional call noisy earbuds offer good value price solid choice everyday use
5.0 out of 5 stars,Experience for every penny used.,"What a breath taking look and design! This is best in classs model.  Its strong Noise Cancellation of 51db separates us from the outer world. It is best used in traffic, flights or metro. Its audio quality by Bose gives clear and balanced notes. It is comfortable to use. Its dual device pairing is a proFor UserRead more",breath taking look design best class model strong noise cancellation 51db separate us outer world best used traffic flight metro audio quality bose give clear balanced note comfortable use dual device pairing pro user
5.0 out of 5 stars,Good Product Value for money,"After using for a week, I fall in love with these earbuds. Clear sound quality with deep bass. Unique design and Mercury colour is awesome in look. super fast and stable connectivity. Comfortable to wear and ANC works well in noisy places. While listening to music in 360° Spatial Audio feature,I feel relaxed. Huge battery backup. Overall, great product that justify it's price. Worth buying.Read more",using week fall love earbuds clear sound quality deep bass unique design mercury colour awesome look super fast stable connectivity comfortable wear anc work well noisy place listening music spatial audio feature feel relaxed huge battery backup overall great product justify price worth buying
5.0 out of 5 stars,One of the best earbuds in mid premium range(must buy),"Writing this review after 10 days of usage. I recently bought the Master Buds 2, for my daily office work and gym, and I am impressed with their performance. The sound quality is amazing. The noise app makes the experience better with more control over the earbuds. The sound is crisp and clear, tuned by Bose which it shows, delivering a rich audio experience that makes listening to music and taking calls a pleasure. One of the standout features is the Active Noise Cancellation (ANC), which works exceptionally well to block out ambient noise. This makes them perfect for use in busy environments or during travel, allowing me to focus completely on what I’m listening to. The design is sleek and comfortable, fitting securely for long hours of wear without any discomfort. Overall, the Master Buds 2 offer great value for their price with excellent ANC and impressive sound quality.Battery 10/10sound: 9/10Build quality: 8.5/10Comfort: 10/10Highly recommended for office professionalsRead more",writing review 10 day usage recently bought master bud 2 daily office work gym impressed performance sound quality amazing noise app make experience better control earbuds sound crisp clear tuned bose show delivering rich audio experience make listening music taking call pleasure one standout feature active noise cancellation anc work exceptionally well block ambient noise make perfect use busy environment travel allowing focus completely listening design sleek comfortable fitting securely long hour wear without discomfort overall master bud 2 offer great value price excellent anc impressive sound quality recommended office professional
5.0 out of 5 stars,Long battery backup and comfortable earbuds.,These buds are super premium and easy to pair with my phone and laptop at same time. It's very comfortable inside the ears and I can use this for long time. Noise cancellation working perfectly. Sound quality is top notch and customisable too.Read more,bud super premium easy pair phone laptop time comfortable inside ear use long time noise cancellation working perfectly sound quality top notch customisable
5.0 out of 5 stars,BEST EVER EARBUDS,"Super impressed with these buds! The sound is crisp with solid bass, and the ANC actually makes a noticeable difference in noisy places. They’re comfy for long use and the battery easily lasts through the day. Pairing is quick, and call quality is clear too. Overall, great value for the price 👍Read more",super impressed bud sound crisp solid bass anc actually make noticeable difference noisy place comfy long use battery easily last day pairing quick call quality clear overall great value price
5.0 out of 5 stars,Game changer in premium audio,"I’ve used a lot of TWS earbuds over the years, and most of them fall into two buckets - either they’re loud and bass-heavy but messy, or they’re balanced but boring. The Master Buds 2 sit nicely in the middle, and that’s what makes them interesting.The first thing you notice is the sound tuning. These are tuned with Sound by Bose, and it shows. The bass is deep but controlled, the mids are clean, and the highs don’t pierce your ears even after long listening sessions.Other things I liked:LHDC Hi-Res audio supportDual device pairingFast chargeGood batteryComfortable fitPremium and rather unique designIf you’re looking for earbuds under ₹10K that focus on sound quality + ANC + call clarity rather than just bass and marketing features, these are definitely worth considering.Read more",used lot tws earbuds year fall two bucket either loud messy balanced boring master bud 2 sit nicely middle make first thing notice sound tuning tuned sound bose show bass deep controlled mids clean high pierce ear even long listening thing liked lhdc audio support dual device pairing fast charge good battery comfortable fit premium rather unique design looking earbuds focus sound quality anc call clarity rather bass marketing feature definitely worth considering
5.0 out of 5 stars,Best in this price range!,"I recently bought the Samsung Galaxy Buds Core from Amazon, and honestly, I’m very impressed with the overall performance. The sound quality is clear with good bass, and the noise cancellation works quite well for this price range.The battery backup is also great – it easily lasts a full day on a single charge. Calling quality is clear, and the other person can hear my voice without any issues.They are very comfortable to wear and fit securely in the ears, even during movement. The touch controls are smooth and responsive.Overall, these are the best earbuds in this budget. Highly recommended for anyone looking for quality wireless earbuds!Read more",recently bought samsung galaxy bud core amazon honestly impressed overall performance sound quality clear good bass noise cancellation work quite well price battery backup also great easily last full day single charge calling quality clear person hear voice without comfortable wear fit securely ear even movement touch control smooth best earbuds budget highly recommended anyone looking quality wireless earbuds
5.0 out of 5 stars,"Excellent, Worth The Money But Conditions Apply","Long detailed review but it hope it offers some perspectiveEveryone's ear is different. There is no ""best"" earbuds. Whats best for me may not be best you. So first and foremost, decide what type of music you listen to and whats your purpose of buying a TWSMy review is based on comparison with Galaxy Buds Plus (2020 Flagship Buds from Samsung) which J have been using till date. So my expectation was set very high from the begining. So how does this stand in front of a flagship at 1/3rd of the cost ?1. Fit and Finish: Its about the same as Galaxy buds plus in terms of looks, size and fit (I use the largest eartips). So if you are happy with buds plus, you won't get any complains from with Buds Core2. In terms of features, you lose the flagship features in Buds Core. That means no wireless charging, no in ear detection for music. No even a charging cable 🥲 But thats about it. Instead, you get ANC, better mics, better ambient mode, better battery.3. Coming  to the most important part, the sound quality: Here I was surprised. The sound quality is almost same as the flagship buds plus. But with buds core, you get much better bass. You will love it. It doesn't overpower other instruments, vocals but you can feel the punchiness. But if you are someone who prioritizes bass above everything else, this isn't for you.A small caveat: I have been using Samsung S series since 2020. Samsung has its own codec (SSC). So to make use of the full capability of any Samsung TWS. you need a Samsung device. It will work on other phones but may not give the best experience. But if you have a Samsung phone, no meed to look anywhere else, except if you need bass only.Also try to stay away from marketing terms like Hi-Res support, LHDC, etc, especially in budget TWS or headphones. They are just codec support, which means your TWS can play Hi-Res audio files. To get real Hi-Res audio experience, you need bigger physical drivers (40mm or more), powerful DSPs, much bigger battery. Thats why when you turn on the Hi-Res codecs, battery will drain like money from your wallet after 1st day of the month, even in the XMs, QCs, Momentums.Its impossible for TWS to have that type of capability. At best, due to hi-res codec support, the DSP may upscale normal songs by, maybe 5-10%, but that will come at a cost of battery and little to no listening difference unless you are a big audiophile. Think from a practical point of view, hi-res music are always behind a paywall. How many people who are buying budget TWS/headphones will be going to pay for apple music or spotify premium or amazon HD music ?That bring said, neither buds plus has any hi res, nor the buds core will give it. I also have a Sony WH CH720N which is a full fledged ANC headphone and it doesn't have any hi res either. Neither the Sony ULT 900 which costs above 10k come with hi res certification.My take: If you like the sound, go buy it. If it comes with hi res codec support, take it as a bonus feature but don't make it a make a break decision. Support for hi res means nothing if the driver tunning itself is bad.4. Calling: Calling is better on buds core than buds plus because it has 3 mics per bud i.e. 6 mics. So no complains there.5. ANC: This is the most misunderstood feature and most people fall for gimmicks. Don't fall terms like 50db, 55db, 45db ANC. These numbers mean nothing. ANC is an algorithm. So the only metric that matters is consistency and how smart it is. An inconsistent ANC may work indoors but fail in traffic. Or work well in traffic but fail in a coffee shop. Also ANC isn't there to give you a feeling of empty space (thats what earplugs are for), its there so that the other party can listen to your voice clearly. Thats when the smartness of ANC becomes clear. A badly implemented ANC would simply cut all the sound that fall below certain db. This doesn't matter during music listening but becomes a horrible experience in calls because it will cut your voice too. Hence the statement ""whats your purpose of buying a TWS"" in the begining.Long story short, if your usage is calls as well as music and your environment is mostky indoors and some traffic (not the traffics in which everyone keeps honking), buds core ANC is more than enough to cut down approx 80% or more. But lets says your friend is talking near you while you are on phone, you and the other party may hear it. Thats not bad ANC, thats a compromise the ANC algorithm is making to preserve your voice clarity. Now other brands ANC algorithm may decide to cut down the voice. So you and other party will feel quiter but your voice will sound muffled to the other party. Now the Sony XMs, Bose QCs work better in these scenarios but they also cost 15x more. Thats what the extra money is for.Read more",long detailed review hope offer perspective everyone ear different best earbuds whats best may best first foremost decide type music listen whats purpose buying twsmy review based comparison galaxy bud plus 2020 flagship bud samsung j using till date expectation set high begining stand front flagship cost 1 fit finish galaxy bud plus term look size fit use largest eartips happy bud plus wo get complains bud core2 term feature lose flagship feature bud core mean wireless charging ear detection music even charging cable thats instead get anc better mics better ambient mode better coming important part sound quality surprised sound quality almost flagship bud plus bud core get much better bass love overpower instrument vocal feel punchiness someone prioritizes bass everything else small caveat using samsung series since samsung codec ssc make use full capability samsung tws need samsung device work phone may give best experience samsung phone meed look anywhere else except need bass try stay away marketing term like support lhdc etc especially budget tws headphone codec support mean tws play audio file get real audio experience need bigger physical driver 40mm powerful dsps much bigger battery thats turn codecs battery drain like money wallet 1st day month even xms qcs impossible tws type capability best due codec support dsp may upscale normal song maybe come cost battery little listening difference unless big audiophile think practical point view music always behind paywall many people buying budget going pay apple music spotify premium amazon hd music bring said neither bud plus hi re bud core give also sony wh ch720n full fledged anc headphone hi re either neither sony ult 900 cost 10k come hi re take like sound go buy come hi re codec support take bonus feature make make break decision support hi re mean nothing driver tunning calling calling better bud core bud plus 3 mics per bud 6 mics complains anc misunderstood feature people fall gimmick fall term like 50db 55db 45db anc number mean nothing anc algorithm metric matter consistency smart inconsistent anc may work indoors fail traffic work well traffic fail coffee shop also anc give feeling empty space thats earplug party listen voice clearly thats smartness anc becomes clear badly implemented anc would simply cut sound fall certain db matter music listening becomes horrible experience call cut voice hence statement whats purpose buying tws story short usage call well music environment mostky indoors traffic traffic everyone keep honking bud core anc enough cut approx 80 let say friend talking near phone party may hear thats bad anc thats compromise anc algorithm making preserve voice clarity brand anc algorithm may decide cut voice party feel quiter voice sound muffled party sony xms bose qcs work better scenario also cost 15x thats extra money
4.0 out of 5 stars,Good product,"🔊 Sound Quality• Volume: OnePlus Nord Buds 2 were louder; this pair is slightly less powerful but smoother.• Listening Comfort: Smooth sound makes it pleasant for long listening sessions.• Bass: Strong and enjoyable for both music and movies.• Instrument Separation: Clear enough to distinguish instruments, adding depth to tracks.📱 Connectivity & Features• Instant Pairing: Connects quickly without hassle.• Samsung Wearable App: Works seamlessly, allowing customization.• Equalizer Options: Flexibility to choose sound profiles that suit your taste.🎵 Design & Fit• Size: Compact and lightweight.• Fit: Comfortable and secure, ideal for extended use.🔇 Noise Cancellation• ANC Performance: Not very strong; nearby sounds remain audible.• Effectiveness: Roughly 60% reduction in external noise.✅ Overall ImpressionA compact, well fitting pair of earbuds with smooth sound, good bass, and reliable connectivity. While ANC could be stronger, the listening comfort and customization options make it a solid choice overall.Read more",sound volume one plus nord bud 2 louder pair slightly less powerful listening comfort smooth sound make pleasant long listening bass strong enjoyable music instrument separation clear enough distinguish instrument adding depth connectivity instant pairing connects quickly without samsung wearable app work seamlessly allowing equalizer option flexibility choose sound profile suit design size compact fit comfortable secure ideal extended noise anc performance strong nearby sound remain effectiveness roughly 60 reduction external overall impression compact well fitting pair earbuds smooth sound good bass reliable connectivity anc could stronger listening comfort customization option make solid choice overall
5.0 out of 5 stars,Performing good,"I’ve been using the Samsung Galaxy Buds Core for about a month now. My initial impression was quite positive, though I had some doubts about the 6mm driver—especially when compared to other earbuds offering larger 10–14mm drivers. I was also unsure about the claimed ~30–35 dB noise cancellation.However, after comparing them with the Realme Buds 7, which come with a 12mm driver, 52 dB ANC, LDAC, and Dolby support, the results genuinely surprised me. Despite having seemingly weaker specs on paper, the Samsung Buds Core actually performed better in real-world usage.Since I’m using a Samsung phone, the ecosystem integration is a big advantage. Features work smoothly, and the overall experience feels more refined and seamless.Sound Quality:The tuning is excellent. The bass, mids, and highs are well-balanced, and nothing feels overpowering. If needed, the equalizer allows further customization. Overall, the sound quality is impressive for its category.Noise Cancellation:Even though the ANC numbers are lower on paper, the real-world performance is quite effective and consistent.Microphone:I’d rate it around 4/5. Call quality is generally clear, but there are occasional voice breaks—possibly a software issue that could be improved with updates.Comfort & Fit:Initially, I experienced some discomfort, but after about a week, it improved significantly. The fit is secure and stable, though it may still feel slightly uncomfortable during longer usage for some users.Connectivity:The only downside is the lack of multipoint connection. However, switching between devices is still quick and seamless enough that it doesn’t feel like a major drawback.Final Thoughts:Despite modest specifications on paper, the Samsung Galaxy Buds Core deliver a surprisingly well-rounded experience. Strong tuning, good ecosystem support, and reliable performance make them a solid choice—especially for Samsung users.Read more",using samsung galaxy bud core month initial impression quite positive though doubt 6mm compared earbuds offering larger driver also unsure claimed b noise comparing realme bud 7 come 12mm driver 52 b anc ldac dolby support result genuinely surprised despite seemingly weaker spec paper samsung bud core actually performed better using samsung phone ecosystem integration big advantage feature work smoothly overall experience feel refined quality tuning excellent bass mids high nothing feel overpowering needed equalizer allows customization overall sound quality impressive cancellation even though anc number lower paper performance quite effective rate around call quality generally clear occasional voice software issue could improved fit initially experienced discomfort week improved significantly fit secure stable though may still feel slightly uncomfortable longer usage downside lack multipoint connection however switching device still quick seamless enough feel like major thought despite modest specification paper samsung galaxy bud core deliver surprisingly experience strong tuning good ecosystem support reliable performance make solid samsung user
5.0 out of 5 stars,Worth Buying,"I am sharing my review after using the product for about 6–7 days. Initially, I was a bit hesitant due to some negative feedback from others. However, after using it myself, I can confidently say that it is a very good product.The sound quality is excellent, and the active noise cancellation works really well. The earbuds are easy to use, fit comfortably in the ears, and deliver impressive bass quality. The battery backup is also very reliable for both earbuds.If anyone is genuinely looking for a good TWS with active noise cancellation, they can definitely consider the Samsung Galaxy Buds3 Pro.Read more",sharing review using product day initially bit hesitant due negative feedback others however using confidently say good sound quality excellent active noise cancellation work really well earbuds easy use fit comfortably ear deliver impressive bass quality battery backup also reliable anyone genuinely looking good tws active noise cancellation definitely consider samsung galaxy buds3 pro
